,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/6/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013,2/22/2013,3/1/2013,3/8/2013,3/15/2013,3/22/2013,3/29/2013,4/5/2013,4/12/2013,4/19/2013,4/26/2013,5/3/2013,5/10/2013,5/17/2013,5/24/2013,5/31/2013,6/7/2013,6/14/2013,6/21/2013,6/28/2013,7/5/2013,7/12/2013,7/19/2013,7/26/2013,8/2/2013,8/9/2013,8/16/2013,8/23/2013,8/30/2013,9/6/2013,9/13/2013,9/20/2013,9/27/2013,10/4/2013,10/11/2013,10/18/2013,10/25/2013,11/1/2013,11/8/2013,11/15/2013,11/22/2013,11/29/2013,12/6/2013,12/13/2013,12/20/2013,12/27/2013,1/3/2014,1/10/2014,1/17/2014,1/24/2014,1/31/2014,2/7/2014,2/14/2014,2/21/2014,2/28/2014,3/7/2014,3/14/2014,3/21/2014,3/28/2014,4/4/2014,4/11/2014,4/18/2014,4/25/2014,5/2/2014,5/9/2014,5/16/2014,5/23/2014,5/30/2014,6/6/2014,6/13/2014,6/20/2014,6/27/2014,7/4/2014,7/11/2014,7/18/2014,7/25/2014,8/1/2014,8/8/2014,8/15/2014,8/22/2014,8/29/2014,9/5/2014,9/12/2014,9/19/2014,9/26/2014,10/3/2014,10/10/2014,10/17/2014,10/24/2014,10/31/2014,11/7/2014,11/14/2014,11/21/2014,11/28/2014,12/5/2014,12/12/2014,12/19/2014,12/26/2014,1/2/2015,1/9/2015,1/16/2015,1/23/2015,1/30/2015,2/6/2015,2/13/2015,2/20/2015,2/27/2015,3/6/2015,3/13/2015,3/20/2015,3/27/2015,4/3/2015,4/10/2015,4/17/2015,4/24/2015,5/1/2015,5/8/2015,5/15/2015,5/22/2015,5/29/2015,6/5/2015,6/12/2015,6/19/2015,6/26/2015,7/3/2015,7/10/2015,7/17/2015,7/24/2015,7/31/2015,8/7/2015,8/14/2015,8/21/2015,8/28/2015,9/4/2015,9/11/2015,9/18/2015,9/25/2015,10/2/2015,10/9/2015,10/16/2015,10/23/2015,10/30/2015,11/6/2015,11/13/2015,11/20/2015,11/27/2015,12/4/2015,12/11/2015,12/18/2015,12/25/2015,1/1/2016,1/8/2016,1/15/2016,1/22/2016,1/29/2016,2/5/2016,2/12/2016,2/19/2016,2/26/2016,3/4/2016,3/11/2016,3/18/2016,3/25/2016,4/1/2016,4/8/2016,4/15/2016,4/22/2016,4/29/2016
AQXP    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.887,-9.3403,5.233,-9.1686,-22.4123,-3.8589,-1.3761,11.7442,3.7461,2.6078,-12.9032,-0.2245,6.4117,2.7484,-6.2757,0.6586,-0.7634,-2.3077,-6.6367,-3.6145,-7.8766,0.4088,-7.1622,-6.5502,27.8816,-5.6029,-8,-0.1403,-5.8989,-2.8358,-13.8249,28.877,-5.6708,-2.7859,7.3152,1.4758,11.6343,-9.3052,5.472,-4.0208,-10.2703,2.1084,12.5369,20.5767,8.1522,1.1055,5.4672,3.5815,-6.3694,1.5549,-6.6986,7.5897,15.1573,-10.4305,-25.1386,-1.7284,6.407,-10.5077,2.5066,-10.6821,1.7291,3.966,-2.5886,10.4528,2.1605,-7.1641,0.6676,-4.3767,-2.7739,-72.3252,-7.2165,-16.1111,21.8543,466.3043,112.38,-17.0809,-6.049,-5.7425,6.2154,8.8644,-8.1958,-25.2174,0,22.8682,-8.7066,5.6669,-8.4369,-8.2143,-5.2918,0.9039,-7.9805,2.0354,9.5403,0.2375,-1.4218,-19.1506,-8.7215,20.1954,-5.2394,6.101,-11.8598,1.7329,-6.012,-4.5842,-9.3855,2.5894,2.6442,12.4122,2.5,-1.626,-5.8884,-10.6476
BOLD    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDL    US Equity,9.405,1.0526,-4.1667,10.1449,8.0592,0.9132,4.9774,-5.8908,1.2214,4.5249,-15.0072,-6.4516,-6.8966,-0.7797,2.7505,0.3824,6.6667,-8.75,-7.4364,-2.1142,-5.3996,-0.9161,-5.5272,-1.2195,0.9877,7.5351,21.8684,-0.7463,2.2556,-10.1103,1.227,-2.0202,0,-3.0928,2.1277,-3.125,-2.1505,-5.4945,-4.8837,3.912,-5.6471,-4.9875,0.7874,1.0417,-15.9794,-2.454,-0.3145,1.2776,-4.3763,4.886,-3.1056,1.6026,7.2555,34.7059,-9.607,-1.2077,-1.467,-2.9777,-1.023,-13.1783,17.5595,2.2785,0.7426,12.7764,-6.3181,6.2791,6.1269,-0.2036,1.2371,6.3265,-10.5566,-0.2146,0.2151,3.4335,28.2158,-0.4854,-1.1382,0.9539,-4.5292,9.8976,-10.4037,3.1196,3.1933,-1.6287,0.3311,3.6304,-4.1401,2.8239,2.9079,-0.9419,4.1204,15.0685,-7.2751,0.9986,-1.8362,-12.2302,-4.5902,20.4467,3.709,0.9611,2.999,-1.1905,1.071,6.4901,10.199,20.8804,-0.3735,-7.3102,10.6168,-11.3346,5.6701,-0.7805,-1.6716,1,5.1485,34.8399,-7.2626,-7.9819,4.1735,-11.5475,3.9964,4.6968,-7.3409,-8.3627,-2.4015,10.0394,11.449,-0.8026,22.7346,-7.3171,6.1878,0.2009,-7.8209,-0.6526,-2.4088,4.4129,5.086,3.5446,-1.2508,-6,0.0709,4.6775,0.1354,-6.2204,-5.4074,-7.0884,4.758,-4.4636,-3.2787,11.6102,5.467,2.8798,16.3051,1.2635,12.24,-9.3965,-0.1461,6.8461,-23.3297,3.4286,-0.5525,-7.7083,6.471,3.3216,7.0451,-1.7891,12.2967,3.708,0.5587,4.1111,-6.3501,-9.4587,-0.0629,-9.6977,13.4589,1.6288,7.1666,3.5553,8.8283,0.6009,4.9278,0.7116,-2.7791,5.4264,11.3051,-1.9818,0.7582,-13.0853,3.7037,-2.0872,4.3581,1.044,5.6604,-0.0425,-21.3101,-7.6216,7.5483,4.8422,-12.9735,-2.3256,-1.5263,-12.0273,-3.1712,5.0218,3.3957,-8.1769,-0.7299,9.1912,-17.7778,-16.2981,-1.7613,3.6853,-2.4015,-7.9724,-3.2086,6.6298,-6.0104,-4.2999,8.7558,14.6186,-0.7394,2.1415,8.0219,-4.7257,2.7458,-1.2069
ARNA    US Equity,-13.369,1.8519,-1.8182,-1.8519,17.6101,3.7433,-5.6701,0.5464,-2.7174,-2.7933,1.1494,36.9318,27.5934,-0.1626,-6.3518,-24.5217,20.7373,-1.145,145.5598,-13.2075,8.6957,6.6667,3.4375,26.8882,17.619,0.9615,11.4286,0.5848,-14.8927,-0.9984,-21.5499,-1.6238,11.1417,6.9307,4.6296,-4.8673,-2.907,8.3234,-8.0155,3.7861,5.7325,0.6572,-7.9434,-7.9196,7.3171,1.6746,8.4706,-3.9046,-3.6117,7.4941,-5.9913,2.5492,1.6949,7.3333,1.1387,-10.8495,-1.4925,1.5152,-3.9036,0.1195,-0.4773,2.2782,-5.8617,4.4832,-2.1454,-0.9744,1.107,-2.6764,2.125,-6.6095,5.2425,-0.6227,4.0226,6.4932,-1.6968,-10.4718,3.4062,-4.2884,-9.0909,2.8571,-3.0556,-1.7192,1.1662,5.6196,-6.8213,1.9034,-7.9023,-0.312,-5.1643,-2.0627,-2.4431,-16.4076,-9.7107,2.9748,5.5556,-7.5789,9.1116,13.9875,7.1429,11.453,-8.7423,-6.5546,0.1799,7.8995,-1.9967,8.1494,13.9717,0.8264,-13.5246,-5.2133,15.5,-0.1443,-5.9249,9.3702,-8.8483,-5.2388,-0.813,1.9672,-2.4116,1.8122,-3.5599,12.0805,7.6347,-10.5702,-3.7325,-0.6462,-2.439,8.3333,-6.6154,-3.6244,-0.1709,-8.0479,-7.8212,-3.6364,-6.499,-1.5695,-1.139,-4.3779,-0.7229,-2.1845,-0.2481,3.4826,-1.2019,-0.9732,-10.3194,9.863,3.99,4.5564,-2.2936,6.338,-7.947,0.4796,1.9093,-8.4309,2.046,-14.2857,4.9708,51.2535,-0.4604,-15.8187,-5.2747,3.0162,2.4775,2.1978,-3.0108,-4.2129,11.3426,-0.2079,-9.7917,3.0023,2.0179,1.978,-3.2328,-3.3408,-2.3041,0.2358,-1.4118,-6.3246,11.0828,-5.7339,7.5426,-0.6787,1.139,-3.3784,4.8951,-10,-0.2469,-12.8713,-4.2614,-11.8694,-8.7542,1.107,4.3796,-2.4476,-19.7133,-11.6071,10.6061,5.4795,1.2987,-19.2308,10.0529,-14.4231,16.8539,3.3654,-3.7209,-15.4589,8.5714,3.6842,-3.5533,-13.1579,0,3.0303,-11.1765,3.9735,-3.1847,5.9211,-4.9689,-1.3072,-0.6623,10,10.9091,8.1967,-4.0404,-2.6316,0,-7.027
GERN    US Equity,12.8378,1.1976,2.3669,13.2948,5.8673,-3.8554,7.7694,-6.0465,-3.9604,-5.1546,-2.7174,0.5587,-5.8333,-6.7847,-1.8987,7.7419,3.5928,-12.7168,-1.3245,-8.0537,3.6496,-9.8592,2.3438,10.687,17.931,0,-3.2164,-4.5317,4.4304,11.5152,-8.1522,0.5917,25.2941,7.9812,20,5.0725,-51.3793,24.4681,-2.5641,-17.5439,-2.8369,4.7445,-9.4077,1.5385,-0.7576,-4.5802,9.6,2.9197,-24.8227,44.3396,4.5752,-8.75,8.2192,5.0633,0,0.6024,-5.3892,-5.0633,1.3333,-5.2632,0,2.0833,-23.1293,-2.6549,-2.7273,2.8037,4.5455,-8.6957,8.5714,1.7544,0,-3.4483,0,-2.6786,1.8349,2.7027,6.1404,23.9669,2,0.6536,-3.8961,-6.7568,0.7246,7.1942,-4.698,7.0423,-5.9211,7.6923,29.2208,24.1206,49.7976,-9.4595,-8.0597,38.961,-3.7383,-4.3689,16.8782,17.6982,-2.7675,1.8975,9.1248,-18.6007,1.3627,0.1034,0.8264,6.9672,-13.6973,24.7503,-10.6762,-4.5817,3.7578,-1.8109,-2.5615,-4.7319,-59.6026,20.765,-8.5973,-3.9604,-5.1546,5.4348,-2.0619,-2.6316,-2.7027,3.8889,10.1604,0.9709,0,43.2692,3.3557,-3.5714,7.4074,-5.9561,-12,-8.3333,-3.719,5.1502,-1.6327,-3.7344,2.5862,5.8824,-2.381,-8.5366,-5.3333,-2.3474,-10.5769,13.4409,5.6872,0,4.4843,18.4549,34.058,-0.5405,-1.087,-10.989,0.6173,-0.6135,1.8519,-4.5455,4.6032,-1.9727,-1.548,-4.8742,0.1653,4.2904,-4.4304,15.894,24,-8.2949,-3.2663,-3.1169,9.3834,-2.6961,8.3123,-8.6047,-2.0356,1.039,1.5424,-2.2785,1.5544,3.3163,-0.9877,1.2469,2.2167,1.6867,1.4218,-3.972,-1.4599,-10.8642,-14.6814,0,4.8701,3.096,6.006,1.6997,-15.0418,-1.3115,1.9934,5.2117,9.2879,-1.6997,12.3919,1.0256,4.8223,8.7167,12.6949,-14.8221,13.9211,-1.833,0.4149,-19.8347,-13.9175,-4.1916,-4.6875,-6.2295,-8.042,3.4221,-7.3529,16.6667,-4.7619,2.1429,0,4.8951,5,3.4921,0.3067,-9.7859
AKBA    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6118,-7.45,-8.9141,54.745,-11.8436,4.3913,-7.4969,-3.0617,5.713,6.7663,10.4938,3.0168,5.4591,-1.9883,-1.8888,-11.6934,-4.8446,-0.891,-8.2192,1.166,18.9488,-13.3333,0.6708,-0.0444,-6.3111,3.7476,4.3896,-9.3298,0.5314,-1.5377,-3.7579,-34.2799,-17.4383,11.9626,19.4491,-15.5835,-13.4934,8.4211,5.0309,-3.4454,0.087,0,-5.8261,-2.0314,-3.2045,-7.3028,-2.1008,8.7983,-8.6785,20.4104,18.7444,-5.8912,-16.2921,-11.8888,13.2753,-20.1729,4.3321,-9.4579,-3.6943,8.3333,-0.7326,-3.321,7.888,-6.7217,1.0114,19.7747,2.2989,-9.8059,22.3103,-5.6481,-7.7527,-1.0638,-23.6559,-6.338,5.2632,2,57.0028,1.0705,-6.6196,-7.1834,7.5356,0.6629,-14.3932,-1.978,14.6861,-18.8661,14.4578,14.7368,-9.3578,-1.3158,26.6667,-1.3765,6.0755,-34.1331,-8.9307,0.2581,-5.6628,1.5007,3.3602,2.0806,-4.8408,4.6854,10.7417,0,0.1155,7.2664,2.7957,3.9749,-2.5151,-3.096
NVAX    US Equity,8.7302,-4.3796,0,10.687,2.7586,-9.396,5.1852,-3.5211,-5.8394,0,6.9767,-2.8986,-5.9701,-1.5873,-4.0323,3.3613,4.878,6.9767,-5.7971,-10.7692,9.4828,-3.1496,3.252,-3.1496,9.7561,15.5556,21.7949,8.9474,-8.2126,14.7368,-4.1284,-0.9569,-0.9662,-2.439,2,-2.451,-5.0251,5.8201,8,5.0926,-3.0837,0.4545,-4.5249,-8.0569,-12.3711,-5.2941,8.6957,5.7143,-4.0541,1.5282,7.6507,-6.1856,6.5934,10.8247,-7.907,-5.5556,-3.7433,1.1111,3.8462,-2.6455,-0.5435,12.0219,2.439,2.8571,5.5556,6.1404,6.1983,-2.7237,-0.4,-12.4498,-0.9174,-6.9444,0.4975,-5.4455,-1.5707,1.0638,5.7895,1.99,27.8049,0.7634,-3.9773,-1.7751,6.8273,-12.782,14.2241,8.6792,9.375,2.8571,4.6296,-7.9646,1.6026,5.0473,-9.6096,-1.3289,-3.0303,5.5556,-4.6053,4.8276,14.1447,7.2046,13.7097,-8.5106,27.3902,4.0568,3.5088,-2.4482,18.3398,1.9576,-12.96,-1.8382,6.7416,1.0526,11.1111,-7.0313,-9.7479,-12.8492,-9.4017,-3.5377,-5.868,4.6753,-3.4739,11.3111,-8.3141,4.534,16.8675,-2.8866,-11.5711,7.563,11.6071,-7.6,8.4416,-8.7824,-7.6586,4.2654,-2.9545,1.6393,6.9124,-2.3707,3.532,0.8529,0.6342,-7.1429,-5.2036,-1.9093,7.056,10.9091,5.123,9.1618,-11.6071,6.6667,-3.4091,4.7059,2.3408,5.398,3.6458,-0.8375,-2.7027,9.5486,7.9239,8.2232,5.9701,2.0487,10.4141,8.0682,-3.7855,-3.8251,5.5682,3.1216,-14.1962,-3.4063,5.1637,-3.3533,6.3197,-7.3427,3.522,3.7667,3.8642,1.4656,-2.1667,1.2493,5.2159,18.9232,-2.4653,10.1103,0.8765,-2.441,2.2901,-10.199,22.807,-8.6466,-4.3621,-11.704,-2.5341,5.7,-18.3538,-18.6559,14.5299,-4.4776,-8.0729,-4.3909,18.5185,-16,6.994,8.5535,11.7233,-11.3532,10.3493,-0.5862,-1.0613,-15.733,-7.9208,1.6897,-22.2054,-6.6019,-4.158,9.7614,-6.917,3.1847,0.4115,3.8934,2.1696,5.9846,0.3643,-0.726,2.3766,-6.4286
PDLI    US Equity,-1.129,-0.3263,3.6007,1.1058,1.25,-1.3889,-1.5649,2.5437,1.938,-6.7681,2.1207,1.278,0.3155,0.1572,-4.3956,2.2989,0,1.4446,2.8481,-4.9231,4.8544,-2.4691,0.4747,0.9449,1.092,2.3148,2.0362,0.813,-2.566,2.4831,1.4684,2.3155,3.9604,-0.6803,0.8219,0.1359,2.3066,2.3873,-0.2591,4.9351,0.7426,1.3452,-2.1759,-6.1958,4.2272,-6.8441,3.3333,4.0158,-4.2405,-1.1236,-0.5348,-4.7043,4.2313,1.2179,-5.3476,-5.226,2.459,0.0727,0.8721,1.2968,-1.138,1.5827,2.5496,0.6906,0.1372,-0.274,6.044,-2.2021,1.9868,1.6883,-1.341,6.4078,1.8248,-1.4337,-3.6364,-1.1321,-1.5267,-0.2584,2.3316,3.5443,-0.8557,0.4932,2.6994,-1.5532,-3.0947,2.0664,-2.5767,-2.267,0.6443,3.009,2.4239,-5.7039,2.7027,2.1303,3.1902,-2.497,3.4146,4.9528,5.3371,4.2133,-15.1484,-2.7744,3.1017,0.9627,2.6222,3.1359,1.0135,0.6689,0.7752,-7.8022,0.4768,2.9656,-1.2673,-3.5006,-0.1209,0.7264,-3.9663,0.8761,-0.7444,5.125,-0.2378,0.8343,-0.2364,4.7393,3.2805,2.6287,1.8143,0.6289,2.2917,-1.6293,1.1387,-1.5353,-1.9751,0.7423,-3.4737,2.5082,0.7447,2.5343,3.9135,-4.7572,-0.4162,-16.092,-5.4795,0.1318,-0.5263,9.1931,0.9085,2.401,-6.4478,-2.381,0.8986,5.0891,-3.632,-6.9724,4.524,1.5504,-2.2901,-5.0781,3.0178,0.7989,-3.6988,-0.9602,0.831,0,-4.1209,-4.0115,8.6567,0.1374,-3.4294,-0.4261,2.4251,0,-2.2284,-2.1368,-2.9112,-3.2984,3.2558,0.3003,-4.3413,0.7825,0.9317,0.1538,-5.8372,2.7732,1.746,-5.9282,-3.4826,-0.5155,1.5544,-5.9524,2.17,-8.3186,3.0888,-1.1236,-1.1364,-2.1073,2.544,-12.5954,1.7467,-1.7167,-10.917,-5.6373,3.7662,-0.6258,-8.5642,-1.1019,5.571,-0.5277,-6.1008,-7.9096,-4.908,3.5484,-2.1807,-7.0064,0,6.5068,-5.7878,15.3584,-4.142,-2.4691,-1.5823,6.4309,-1.2085,11.0092,5.2342,-1.3089
CCXI    US Equity,,,,,,,-6.1096,-1.4354,0.3883,8.3172,-9.1964,3.9331,0.8515,4.5966,28.1614,20.9937,-3.8751,-30.3249,-2.8497,7.2889,-1.4085,8.8235,-4.3243,-2.2599,19.0751,4.0222,9.0667,-10.7579,5.0685,-4.5632,-14.071,-12.4006,-6.7151,1.4591,0.6711,10.4762,6.3793,-3.9708,-1.8565,-2.4076,-4.8458,1.8519,-2.0909,7.3352,6.4014,-2.7642,0.5017,-1.4143,-0.9283,-7.6661,-0.1845,-2.4954,5.5924,0.3591,0.3578,0.9804,3.2657,-2.735,2.812,3.9316,14.6382,0.4304,0,-0.5,-0.7897,-0.6512,1.311,-16.1754,9.0909,-6.6038,2.7778,11.466,2.2777,-2.9454,-7.772,-6.6613,12.1238,8.4356,-5.7992,6.1562,1.4851,-2.23,-2.7085,-6.2271,-6.0156,-30.8396,-2.6442,1.9753,-25.0605,-4.8465,-3.7351,-4.5855,-3.8817,2.6923,-5.4307,-1.7822,-2.2177,-1.2371,4.5929,3.1936,-0.3868,2.1359,2.8517,0.3697,13.8122,1.2945,14.0575,-1.6807,-11.5385,5.153,8.1164,4.2493,3.2609,-6.3158,0.1404,7.2931,-14.5098,-6.2691,-9.6248,-3.4296,2.8037,3.4545,-10.1933,-3.3268,-1.8219,10.9278,2.7881,1.085,7.3345,-8.5,10.0182,-5.6291,-1.0526,0,-0.3546,-7.4733,-2.1154,-2.7505,3.2323,-0.9785,-0.1976,-3.5644,-0.8214,-3.9337,-3.8793,18.3857,8.3333,-1.7483,-16.3701,4.8936,-4.6653,-1.9149,-5.2061,28.1465,28.5714,-7.3611,2.2489,3.2258,4.4034,15.5102,-3.1802,-8.8808,4.8064,5.3503,-1.5719,-4.914,14.8579,-12.3735,-7.1887,4.2877,5.0398,-2.399,-1.423,-6.8241,1.5493,0,3.8835,15.7543,7.8431,-5.8824,2.0455,-7.7951,-3.3816,7.5,4.7674,-8.2131,-0.3628,-18.932,-2.2455,1.9908,-2.4024,-4.7692,3.3926,3.9063,-9.3233,6.9652,0,-1.0853,12.069,-2.2378,-3.1474,-1.3294,5.2395,9.5306,-6.7532,1.532,5.3498,6.1198,-0.6135,-41.1111,-16.3522,3.5088,-9.9274,-3.2258,1.9444,1.0899,-11.0512,4.2424,1.1628,-24.7126,-9.9237,10.5932,-0.7663,-5.0193,10.5691,-11.7647
OMED    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.6779,6.318,-3.3609,-6.3508,-9.3111,-3.6795,-1.1091,8,-6.1382,0.1229,-0.1842,-12.9766,4.311,1.897,-11.6356,-1.8059,2.8352,-4.8435,5.4033,97.3997,-10.1618,19.8995,1.0832,0.1037,29.0746,-1.0166,-7.6216,-11.732,-1.1932,16.6723,3.8528,-4.4297,1.3326,-5.1172,5.1522,-16.7908,-9.7107,-8.0092,7.7529,-2.5779,6.6351,-14,-1.1197,-2.8746,1.3453,5.6637,-4.8995,7.882,-8.9388,5.7822,-6.3983,-0.5885,4.0073,-7.8371,-4.5606,-11.0005,11.689,1.6024,-7.8857,-3.5313,-4.8253,12.1212,1.8711,-11.1735,12.0046,8.5641,-1.8895,-2.7925,-0.0991,5.4536,3.5731,-3.4044,-7.0959,8.6495,0,5.3538,15.5104,-9.8317,-4.9215,2.008,5.5118,8.0431,3.7989,-7.6525,10.2882,-1.3067,2.9974,-7.5522,-1.1201,2.9687,-3.0728,2.3875,-9.1743,0.0421,-7.4043,4.4525,8.395,-0.4414,-0.2821,2.8698,-9.1159,-8.128,-2.2588,3.8517,-5.656,12.2359,-3.5902,-4.1326,-3.8844,0.2464,-8.9971,2.8093,-1.8917,-20.7284,29.1892,-1.9351,1.6,-1.1024,6.2102,11.1444,-8.8579,10.3108,5.6798,-12.4418,-3.5766,3.208,4.0797,5.1797,-8.6513,-23.0695,10.9217,-47.3534,0.6486,-1.1815,3.0435,4.6414,0.3024,8.6432,-10.4533,1.0331,4.499,3.0333,9.3067,11.5552,-3.4268
COLL    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6178,14.0845,-4.6016,12.2353,0.5765,-2.0844,-1.3837,-8.3648,9.9529,3.6958,-2.7893,6.4293,-15.0774,-1.4697,-9.0095,0.5902,5.0196,-16.5115,78.29,-11.2594,2.9605,-5.6595,-6.7731,-11.8319,8.1224,20.2504,-15.2105,-3.2568,4.8565,20.2632,2.5383,8.8775,-1.96,9.956,-28.2909,-21.0446,9.5697,-0.1758,10.0998,1.5467,11.187,-11.1479,-2.0202,-4.178,-10.3624,8.2123,11.9089,-2.2431,-1.0672,1.5642,1.2215
BLCM    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7896,7.2736,38.8889,-8.252,-17.1988,2.4461,-9.8745,-10.1931,5.3,10.2564,5.4264,-6.7402,10.3373,-10.8376,3.0721,7.473,3.7781,7.9783,-17.2166,6.5425,-6.3847,6.0382,1.3519,16.734,-12.6731,-9.1594,-6.6347,-2.7583,-5.8654,-1.9918,-2.6576,8.94,-11.3022,2.3823,-5.5195,-0.6873,-7.0358,5.7692,13.4311,-14.2709,-7.117,-4.8701,-2.3891,-5.7343,-7.1958,31.0152,27.3948,5.4598,6.267,-7.265,-15.53,6.4921,7.0184,-2.9679,-21.411,-20.339,-1.2608,-9.8164,-7.0796,-8,2.795,-7.7543,15.9389,-9.4162,-15.3846,-0.86,24.1636,6.0878,4.8918,3.139,-11.8261
ONVO    US Equity,,,,,,,,-20,45.1613,5.5556,38.4211,-10.2662,4.661,11.336,-12.7273,-6.6667,-0.8929,32.8829,1.6949,13.3333,-2.9412,58.1818,-5.1724,44.4444,30.7692,-57.3262,4.01,-40.241,-37.0968,30.1282,-8.867,13.5135,3.3333,-0.4608,0,-0.9259,-6.0748,3.4826,-1.4423,-3.4146,18.1818,4.2735,2.0492,0,-3.6145,-11.25,-3.7559,3.4146,0.4717,0.4695,0.4673,23.7209,-6.391,30.5221,44.6154,-0.2128,-8.9552,10.0703,-0.6383,-13.0621,0.9852,2.1951,-6.9212,-1.0256,-4.6632,-10.5978,16.1094,-9.6859,6.6667,16.8478,5.1163,-5.531,-0.4684,0.9412,-6.7599,1.5,-0.2463,-6.6667,2.381,55.2972,11.8136,-6.6964,-26.6348,19.5652,6.7273,-6.3032,3.8182,-1.4011,-8.3481,12.4031,5,-8.867,6.3063,3.8983,10.2773,10.2071,10.0671,52.439,-26.8,-2.9508,7.9955,-2.6069,-3.5332,2.9967,17.4569,3.578,-1.24,-18.2063,3.6184,-1.0582,3.7433,8.2474,-2.0952,-5.642,-9.7938,-3.4286,-12.3077,6.8826,-8.3333,-3.5813,-20.7143,7.2072,4.2017,2.4194,7.4016,4.3988,8.427,-11.0104,5.6769,18.4573,1.3953,-9.0596,-8.8272,8.9903,-8.6294,5.8333,2.0997,0,0,-6.6838,0.9642,-10.3683,-1.9787,-2.795,-11.1821,11.6906,-4.8309,10.6599,6.5749,-7.4605,-2.1705,0,-3.8035,4.6129,14.0157,-1.105,1.8156,-3.7037,-12.2507,2.5974,1.7405,-5.2877,4.1051,0.7886,-7.3552,-5.5743,-15.9213,-10.6383,-12.8571,1.6393,11.828,9.6154,13.8158,-8.0925,-2.7254,-2.1552,2.4229,7.7419,0.5988,9.127,-14.7273,-16.2047,-4.8346,2.139,1.5707,-10.567,-2.5937,-13.9053,-9.9656,-18.3206,18.6916,-0.3937,7.5099,46.3235,-16.3317,-17.4174,17.0909,0.9317,-0.9231,-6.5217,9.3023,-10.3343,1.0169,13.7584,-7.0796,-11.1111,2.5,-4.5296,-9.1241,-13.253,-12.963,7.4468,-2.9703,6.6327,-9.5694,10.582,4.7847,9.589,-2.5,-6.4103,-5.0228,5.7692,4.0909,19.214,1.8315,-2.1583
